,local_guide,professional,excited traveler,pnw,outdoorsy,family & friends,educational transplants,capitol hill,real_estate,explorers,artsy,engineer,abouts,latitude,longitude
10,0.0377202225328,0.0,0.0,0.0,0.00246357055427,0.0704026247892,0.000188132064286,0.0797437627567,0.0,0.0383890201529,0.0,0.0,"we both grew up on queen anne hill, then later met and married and now live in the same neighborhood as when we were kids.   we are glad to call this friendly neighborhood our home along with many of our friends and family.  we welcome you to seattle, and if you desire, we can help you customize your stay to meet your needs.   as seattle natives, we have a wealth of information on all things seattle to get you where you want to go as you explore many interesting tourist spots, secret hot spots, or get you to a seahawks or mariners game!",47.6355455115,-122.373170752
11,0.0336969438124,0.0,0.116161600257,0.00101203116003,0.0072507149514,0.00515362215853,0.0142688711266,0.0,0.0254312450284,0.0453788529692,0.0134085144179,0.0143712455177,"hi, my name is ellie.  i’m a widow.  my husband died in 2008.  since then i have enjoyed some travel and am looking forward to more.  my son, andrew, and wife, camille, are managing my vacation property.  look to them for questions and answers that come up.  if i am in town, i’ll gladly make your stay in my home as perfect as possible.  i’m always a phone call away.  

i love all the culture available in seattle.  my passion is art galleries, ballet, jazz, and theater.  i know all the tricks for last minute tickets.  i’ve sailed since 1976 and have explored the sound waters all the way up to river’s inlet in canada.  it is fabulous sailing all year long.

enjoy your stay in my home.

ellie
",47.6295068092,-122.367629297
12,0.0216280253031,0.0,0.0044369447761,0.00854143257517,0.0199871632861,0.0210932043128,0.0468565425747,0.0181064799256,0.0,0.00494736628673,0.00168108730937,0.00319823590386,"originally from southern california, my husband daniel and i have lived in seattle for 11 years now. we have lived in several different neighborhoods, and love them all, but queen anne really holds our heart as home :)
 we have 3 kids under 5, and my husband is in a pediatric dental residency and is on call often, so we dont really have any spare time, but if we did, we would spend every day renovating old houses and drinking obscene amounts of iced coffee :)",47.6392026555,-122.365862742
13,0.0,2.94237306784e-05,0.00237799216114,0.0,0.0553177548904,0.0,0.019455014208,0.0,0.0,0.0,0.0930086699549,0.0,"i'm from seattle.  i am a designer, inventor and business consultant.
i like to ride horses, walk with dogs, surf, hike, read books, eat food and drink wine.
cheers!
paige",47.6356497934,-122.372892825
14,0.0265473929226,0.0,0.00328308521666,0.0,0.0,0.00206793707056,0.0608931407831,0.0185278780538,0.0,0.0,0.0521447043033,0.0,"i'm a 37 year old recent law school graduate, and have been a seattleite for almost 5 years. i grew up in southeastern virginia - so i'm a southern girl at heart - and worked in the film/television industry in los angeles for 10 years. for me, the ""finer things in life"" are good food, good booze, good music, and good friends! i love dive bars, seattle weather (not sure why it's got such a bad rap), and my 2 cats: tori spelling & denzel. even people who say they hate cats love my cats! they're pretty hilarious. 

i've lived a lot of places, but seattle is my favorite place so far. i love showing others why i love it here and why my neighborhood is the best! ",47.6262003738,-122.366601926
15,0.000751001229768,0.0,0.0,0.00166295757213,0.00186646557541,0.000677630663965,0.0,0.0,0.0,0.0,0.0,0.00054334875039,sam,47.6397758734,-122.372235359
16,0.0184010281987,0.0167520019037,0.000272175081997,0.0,0.0133857625636,0.102991207622,0.0325689082157,0.0,0.0,9.61768802346e-05,0.0106369901073,0.0,"my husband and i have 3 young adult children and 2 dogs.   we love to spend time with friends and family, read, cook, stay active, laugh and enjoy life.  our goal in renting our home is to allow us more freedom in continuing to vacation and make memories with our children.
i work as a flight attendant for delta airlines and i am a co-founder of the non-profit, dreams for orphans.  this is an organization in ghana that provides an education and safe environment for infants and children in need.",47.6360247766,-122.358693596
17,0.0370549330115,0.00376916811023,0.0,0.00268409511134,0.00805615418835,0.0542278913068,0.00719678015752,0.00372494120529,0.0,0.00450614911465,0.0304198226805,0.00192622439724,"i am a father, a devoted husband, a passionate traveler and lover of music, a devout yogi, a tech sales executive and, generally, a nice guy :-)

my favorite destinations are havana and russia and berlin. my favorite movie of all times is dr. zhivago. my favorite band (today) is wolf alice. i love thai and indian and like almost everything else.

as a host, i am ""hands-off"", but hope to have guests that are respectful of a house that contains a family of four, including two littles, ages 5 & 7.  we don't smoke and hope you don't either.

i hope to meet you!

nick",47.6363742622,-122.361033433
18,0.0365664463262,0.0,0.114212206146,0.00350645541559,0.0676734178666,0.0,0.0,0.0,0.0,0.0388438722543,0.0537903153928,0.0,"hello! we're maggie & alex, and we are very excited to share our home with you. alex directs a non profit and maggie works in the restaurant industry, and both of us love food, adventure, the outdoors, music & art. maggie is a seattle native and alex has lived here for almost ten years, and we are passionate about exploring and sharing the beautiful place we call home. we spend a lot of time in the mountains and on the water, cooking meals for friends and practicing yoga. we are new to hosting, and we are excited to get started and make some great connections.

just let us know what you're looking for--tacos? pho? pastries? five-star dining? craft cocktails? indie rock? hip hop show? thrift stores? museums? bike trails?? day hikes??? we've got all the goods on this amazing city, and we want to help you enjoy it to the maximum. we keep it pretty low-key around the house, and alex goes to bed on the early side, so we do ask that you keep noise to a minimum in the evening hours, but the downstairs is your domain! we look forward to meeting you!",47.6333939578,-122.371919944
19,0.0,0.0288479094923,0.0,0.0,0.0,0.028443059682,0.0,0.0,0.232411761506,0.0,0.000172370525688,0.0,"mom to two young boys, writer, real estate broker, singer, and aspiring airbnb superhost!",47.638752242,-122.367972669
20,0.0447554644686,0.0,0.0,0.00298501402598,0.0,0.0,0.0101095296161,0.0,0.0100568081693,0.0,0.0377124796535,0.0,"i am from seattle wa, and i love to travel! 
i love good interior design and architecture.
i think the best way to visit any city is by experiencing the best food the city has to offer.
",47.6299071161,-122.368948138
21,0.072217417263,0.0,0.00269930755974,0.0,0.0,0.0,0.0,0.0,0.00219270794218,0.0,0.0,0.00936445196011,"my name is blair and i'm glad you are interested in this house.  i've lived in seattle my entire life, and would be happy to help you plan your trip.  

please let me know if you have any questions.

-blair",47.6350850449,-122.364443473
22,0.0263799482481,0.0,0.0,0.0,0.00884312198766,0.026016063959,0.0123847891702,0.0135270865097,0.0013489627657,0.0109467763312,0.0,0.0,"came for college and never left! i love to hang out with my dogs and travel to sunny places with my little boy!
i love my vintage queen anne home and am excited to be able to share some of it with visitors from around the globe.  ",47.6298155335,-122.366212335
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437255112047,0.0,0.0,0.0,local real estate agent and property owner,47.6398101879,-122.373800629
24,0.0106077887451,0.0,0.0,0.0,0.0112187425044,0.0124904450629,0.0546305554128,0.00187948219594,0.0428376813804,0.0,0.035319367782,0.0,"we are originally from england but now live in seattle with our two kids, jackson and angelica.

joe spent 25+ years making video games (fifa, need for speed) and now consults with start-ups and non-profits.

anna is an instructional assistant at our local elementary school. she is a real food advocate and volunteers at queen anne famers market. ",47.6355695247,-122.361652595
25,0.033461249448,0.000629411107372,0.0,0.0,0.0153069503318,0.0100205000759,0.0,0.0223628252391,0.0,0.038228014698,0.0292175175971,0.0056836251749,"hello! i have a ba in cultural anthropology, work at an employment law firm as a paralegal/legal assistant in downtown seattle, and spend most of my free time traveling around playing music with my band - ravenna woods.
i get along best with people who are intelligent, humble, and have a great sense of humor.
the house located in upper queen anne, which is a really cool neighborhood that functions as a great home-base while exploring the city. there are 4 roommates, all of whom are extremely sweet, intelligent and fun people. it's a 5-10 minute bus ride away from downtown seattle. depending on the specific dates, i'd be happy to show people around on the weekends. 
we have blanket/pillows, etc. and good taste in music :).",47.6349787305,-122.358869412
26,0.0,0.0,0.13978931135,0.00164060724681,0.0,0.0,0.00347541513357,0.00203692628893,0.0,0.163515534807,0.00872772846451,0.00475008056325,"hi! i've been living in seattle for over 10 years, originally from oregon but i think i can call seattle home now. i love this city, there is never a shortage of coffee, breweries, or places to eat and explore. 

i'm excited to host on airbnb, i'm an avid traveler and am looking forward to exploring fellow airbnb'er locations.

i live by the motto of never stop learning, explore and one can meow every song in meows.",47.6346162843,-122.358022733
27,0.0,0.0145785912945,0.015990601927,0.0,0.0551172358213,0.009696646627,0.0159784079183,0.0,0.00014859536765,0.000457209300329,0.0517524459289,0.00767543733935,"i am a single father (3 year old son) with numerous and varied interests. some highlights include technology, design, arts, cooking, eating, drinking, skiing, and golf. i enjoy travelling and meeting new and interesting people. ",47.6380013775,-122.361004817
28,0.0340393506476,0.00148288372421,0.0211840194248,0.0347737452167,0.0529818414363,0.0,0.0145916536207,0.024960046226,0.0,0.0,0.00842479034927,0.00016184055889,"formerly from alaska for 30 years,  i have also done extensive travel and or living  in europe, the middle east, some in africa.  i am, of course, anxious to travel more.  i have always been very keen on athletics:  non technical elevation climbing, downhill and cross country skiing, bicycling, more casual hiking.  i am an adventuresome sort and looking for my next one.

since arriving in seattle, i am thoroughly enjoying all of the amenties that the pacific nw offers.  i am located in the hub of what is happening in the seattle area for access to all that might be needed:  coffee shops galore, bars and restaurants for the foodies...anything you could want, wonderful social life, and of course, the seattle art 
museum which has amazing exhibits.  accessible bus transportation anywhere you want to go. plus there are all the activities related to the water of puget sound, lake union and lake washington.  technology, hospitals, and medical research facilities are located in close proximity.",47.631995851,-122.371657665
29,0.00544736015919,0.00508109490167,0.0145552229704,0.023120275015,0.00394676652884,0.0,0.00896630520989,0.00161202544143,0.000418159165352,0.0092209808808,0.0139379277647,0.0,"lover of travel and adventure, native seattleite.   ",47.6386862433,-122.370799869
30,0.0232568334978,0.0,0.0,0.144904881041,0.0,0.00800620265281,0.0,0.0358069345158,0.0,0.0597210026497,0.0,0.0103850432832,hello! my name is nicole and i'd be delighted to host you in seattle. queen anne is really a great neighborhood for travelers -- the homey-ness of a beautiful neighborhood and close to everything. i am a seattle native and have loved exploring the beautiful pacific northwest over the last 30+ years.  hope to see you soon!,47.6336500437,-122.360449693
31,0.0379053829966,0.00382234231755,0.00451094969972,0.0,0.0105503984125,0.018760930425,0.0572662219856,0.00763082560903,0.00486100014007,0.0,0.0025842779381,0.00411688166213,"hello!
i've been a queen anne resident for a frighteningly long time - 26 years this fall. i raised two kids here, and even though one is 22 and away at college and the other a senior in high school, they both still swear they'll live on queen anne. i commute over the bridge to the east side to work as an attorney for a ""large technology company,"" but am a seattleite through and through. it's a big house, and my daughter and i would be happy to share part of it. we'd be pretty chill hosts, mostly would just do our own thing without much interaction with our occasional guests, though we'd be pleased to have you and show you the ropes.
life motto? it's in a new radicals song: you get what you give. :)
sam

",47.6343001755,-122.357059804
32,0.0423395121,0.104650950242,0.0,0.0,0.0,0.00348123279018,0.0,0.00561519634018,0.00202539096952,0.0,0.0,0.0,"hi! 
my studio is a cozy place that i have kept clutter free and decorated nicely.  i have loved living on queen anne for 8 years and can answer any questions or provide any recommendations you might need!
i am a young professional who is typically in town if there are any pressing issues like being locked out or needing recommendations. 
my response rate dipped down because i was overwhelmed with bookings!  i think i have a better manage of things so that rating should go back up!",47.6283438697,-122.366405421
33,0.0,0.0,0.201128190094,0.0,0.0098728415203,0.000459026915537,0.0170989086119,0.0,0.0,0.0,0.0217955116872,0.0,"i am a preschool teacher that loves to read, watch movies and travel. i love my house and look forward to sharing it with others who love to travel.",47.6393315855,-122.361599423
34,0.0209787420078,0.0,0.0,0.0,0.0645409178639,0.0,0.0148207376968,0.00544040483826,0.0025377883263,0.000796819864707,0.0398205820864,0.0,"seattle, washington.  u.s.  i am a physician.  i am married to a teacher/painter and have 2 teenagers.  we love seattle and can help you know the area and decide what to do.   we also backpack and camp.  we like to walk and bike around cities. we enjoy water, lakes, kayaking, canoeing, and swimming.   we love art, museums, music  and cafes.  within 3 hours in all directions from seattle is canada, islands, mountains, volcano, water, ocean, whales, oregon, desert, the biggest trees you'll ever see and more. ",47.6353080515,-122.366531709
35,0.006500298188,0.0,0.0,0.0,0.141138511094,0.0017449162128,0.010961967861,0.0,0.0,0.118416181968,0.0,0.00386048122943,"my husband and i are originally both from winthrop, wa., but now live in seattle, wa. we love to travel as much as we can! we love hiking and camping, anything in the outdoors, but also love exploring new cities and the culture within them, and love to eat! we usually travel with our awesome dog duke as well!",47.6317534388,-122.37127173
36,0.00671931765105,0.0,0.00344149332364,0.00440531684308,0.0133274958336,0.0,0.0,0.0,0.0,0.0127782016311,0.0725839516347,0.0,"world traveler in seattle, washington; love equally: beaches and mountains, cities and countrysides, fine dining and food stalls. number of countries 'pinned' on my map of the world: 25. ",47.6378837217,-122.367371094
37,0.00635572855136,0.0938802185844,0.0,0.00375398165918,0.0151460363567,0.0,0.0127929234322,0.0,0.0,0.0184874976157,0.0,0.0,we are both working professionals with a love for travel and adventure. we spent several years living & working in shanghai and have travelled to over 30 countries.  our greatest adventure was trekking gorillas in rwanda & diving with sharks in belize. ,47.6375173454,-122.360811674
38,0.000325280098355,0.0,0.00363495900372,0.149155044054,0.0,0.0,0.077045829522,0.00544398984376,0.0,0.0,0.0,0.0585203244382,"i am a seattle native currently attending university of washington school of medicine. i love the pacific northwest and am excited for the opportunity to share my home in seattle with travelers. jules, my partner in hosting, is an engineer and seattle transplant who grew up in the caribbean and east coast. 
if it helps anyone - we both speak spanish, jules also speaks german and i also speak hebrew. ",47.636874178,-122.372271712
39,0.0276546493256,0.00690946785104,0.0185343964332,0.00834748934542,0.000662306332745,0.00802210143389,0.0185274225955,0.0,0.0,0.0,0.0101224969275,0.0132649746374,"my name is ruth, i was born in germany, and have been living in the united states forever.  i have 5 grown children and 16 grandchildren.  i am a friendly person who is easy to get to know and loves meeting new people.",47.6314009459,-122.367690133
40,0.000319456085014,0.0,0.0,0.0,0.00740223080766,0.0,0.0,0.0,0.0,0.0116667259251,0.000829845220773,0.0,"we're sailors, skiers, hikers, campers and city walkers.",47.635310703,-122.363505575
41,0.0,0.0,0.0,0.0,0.0,0.0,0.00349955356659,0.00147327778222,0.0,0.0,0.00132818985776,0.0418574447984,steelers. startups. sunshine.,47.6693271747,-122.392593565
42,0.0,0.0,0.00129755062658,0.0,0.0311573977864,0.193481446465,0.0413110098511,0.0,0.0,0.00199907936708,0.0274086355069,0.0,"our family absolutely loves living in ballard.  we enjoy being outdoors, working in the garden and doing family activities.  our favorite place to vacation is hawaii, we love mexican food and spending time with extended family in oregon as much as we can!  i am a part time preschool teacher during the school year and my husband is a fitness coach.  we love engaging with friends and neighbors in the ballard community!",47.6740741556,-122.39386405
43,0.0575206954881,0.0,0.0,0.0146036839971,0.0162109295305,0.0599799948691,0.00758844573206,0.0,0.0,0.0130512198865,0.0421016368363,0.0,"we're an active family with a 6 year old boy and 3 year old girl. we both work in sustainable building in the seattle area. in our spare time we are beekeepers, avid gardeners, hikers and campers.  we love to cook and eat wonderful local food. we have traveled much of the world, some of our favorite places are mexico, turkey, syria, and scandinavia. we love hosting people and sharing our beautiful city. 

we let our guests determine how much interaction you want.  you'll see us in the garden and coming and going from school and work.  we're happy to visit or let you have your own adventures in beautiful seattle. if the sun is out serendipity might find us sharing a glass of wine on the rooftop deck.",47.6736280726,-122.389301951
44,0.0,0.0,0.0,0.0,0.0,0.00499065089656,0.0121896179888,0.0,0.0,0.25199473625,0.0,0.0,"my husband and i are filmmakers.  we love to travel, explore and meet new people!",47.6684599606,-122.379515995
45,0.00620834283639,0.0,0.0108550195407,0.00159939616856,0.0,0.0,0.0384686997969,0.00919723006131,0.0,0.00526609321949,0.0,0.0,"i grew up in beijing, china and studied & worked in houston, texas for 6 years. it's my second year in seattle and i'm very excited to welcome guests from all over the world! ",47.6706623229,-122.378665922
46,0.0101414309706,0.0,0.000623764715508,0.0,0.0606745572872,0.0,0.0197676281443,0.0,0.00940370469317,0.0,0.0477298617637,0.0,"i am from north carolina originally and like to hike, watch live music, and try out microbrews. i am an environmental consultant working to help cities build resilience to climate change. i love to go outside on adventures!",47.6731753841,-122.382259599
47,0.00528942170204,0.0587515232226,0.106126243697,0.0,0.00225264122889,0.0289886127064,0.00818509554847,0.0110114219721,0.00135270788202,0.0,0.00547421862513,0.0,"we are a young married couple with 3 young kids. we are down to earth and keep busy most of the time. we like meeting new people. lauren teaches natural childbirth classes, is a doula, and we own a catering company. gabriel also has several jobs doing everything from auto detailing, catering, to bar tending!  we have loved hosting at all of the places we have lived and look forward to meeting even more awesome people! ",47.6679330014,-122.378652468
48,0.0,0.0,0.0,0.000555327365459,0.0156877531056,0.00565954648557,0.103728129263,0.0,0.0,0.0,0.00471555235625,0.00271046205631,"i am a 35 yr old female born and raised in seattle. moved back here after 7 years in olympia. i spent the last year traveling to isreal, haiti, dominican republic, new york , kenya and tanzania. my background is in education and counseling. recently i was at the seattle girls' school for 5 years running the mentoring program, athletics and elective program. i am currently applying for grad school at uw in public administration. i love to garden, bike, snowboard, dance and bbq.",47.6729686449,-122.397338182
49,0.0,0.0,0.00333992223834,0.0,0.0,0.00294723480619,0.0763892676874,0.0,0.0137643381666,0.0,0.0224095873431,0.0194778586723,my wife lauren and i live in seattle. i'm an art director and my wife is an college esl teacher. we have an 21-month-old baby.,47.6686274195,-122.389495925
50,0.0389529871061,0.0,0.00125775272374,0.000705255282254,0.00798038996667,0.0749164031563,0.0,0.0,0.00193064675489,0.0,0.0198249808648,0.0,"the five things i can't live without?  connecting to my communities and nature, a cup of coffee in the am, showing my delightfully bold sassiness to the world,  four legged furry creatures that bark, and creatively managing problems to resolution.  i enjoy meeting new people and one of my strenghts is seeing people's greatness rather quickly.  i love road trips anywhere, and have a my bags are packed attitude when it comes to travel.   i enjoy reading, gardening, spending time with my family and friends and have created a great life balance for myself.

my life motto, stay in the moment and appreciate each moment for what that moment brings.   each person who stays at my home, gives me an opportunity to connect more with the world around me.

",47.6701113835,-122.393869286
51,0.00510174952358,0.00350722889647,0.0,0.00138004231654,0.0,0.0,0.00402120511044,0.0167866478262,0.0,0.00364390602974,0.0926231027589,0.0,"we are a couple of seattle based artists.  patti makes mixed media art, benson does public art.",47.6716905009,-122.385239065
52,0.00985768568508,0.00219916555462,0.131572105701,0.0,0.0218203570536,0.0,0.0028086723101,0.0,0.0090559811087,0.0,0.0255104523422,0.0,"hi,

i'm a somewhat introverted, but enjoy meeting new people and having new experiences. i've done some traveling, but right now am focused on building my career and education.

 hobbies include ballroom dancing, reading books (a mix of fantasy and non-fiction with an economics bent), and board games. 

looking forward to making your stay great.",47.6708867745,-122.39302935
53,0.0265252124429,0.0,0.0002604261847,0.000365896759214,0.0,0.0,0.0,0.0,0.0,0.0236361631085,0.0854871827454,0.000843242092518,"i am career-focused and an avid traveler. i love adventures both in my hometown and elsewhere in the world, and am always excited to meet people with stories of their adventures. i generally like taking my time in the cities, getting enough sleep, and trying out local food. and art museums. i actually really enjoy art museums.",47.6743079321,-122.376742298
54,0.0342533931458,0.0,0.00979566400972,0.0,0.000539689250139,0.00703721146152,0.0268880360404,0.00437102132778,0.00829222698178,0.0,0.0,0.00383744254145,"a lab director, a stay at home dad, two teenagers and a cocker spaniel living the suburban dream!  we love to entertain and originally started hosting with airbnb because we had a medical rep that would call on my partner and we preferred he stayed with us when in town.  this typically meant a hotel room somewhere would have been paid for and sat empty….we set up an account so we could be his hotel.  we enjoyed airbnb so much that we kept the listing up to meet others.  we now host at our ballard duplex as well as a town home in kirkland.  we specialize in intern stays in the summer and are investigating boarding house concepts.",47.6712503913,-122.382639118
55,0.014649524048,0.0,0.00560935630494,0.00879715380817,0.0229857506196,0.000876699605141,0.0264522831702,0.0360784080606,0.0,0.0,0.000471350112264,0.0,"long time ballard resident originally from east coast.  love the ballard neighborhood, home to many fine restaurants and bakeries, the colorful ballard sunday market, shops, spectacular walks and bike routes. ",47.6686920575,-122.396089356
56,0.0,0.0171695181793,0.0,0.122198328881,0.0301419795465,0.00212774101752,0.0342674211219,0.0,0.00335911289168,0.0,0.00606298760715,0.0,"i've built my life around movement, starting with international travel after high school and then migrating to the pacific northwest for the commercial fishing industry.  these days i am a massage therapist and am enjoying the sports and other outdoor activities seattle has to offer.  i live on the second floor with my girlfriend angela, who is also a massage therapist.",47.6718055243,-122.388047118
57,0.0074965936111,0.0,0.0966166115199,0.0,0.0,0.0174607676659,0.0635855005005,0.00324567128983,0.129320209427,0.0,0.0,0.0,"i was born and raised in seattle and live in north seattle with my wife, mary.  we have 2 adult children, one lives in nyc and the other is currently living in seattle. i sell residential real estate in seattle and have owned this folk victorian duplex since 1976. we love to travel and plan to do more of it when we retire in 5 years.
   we enjoy going to all of the wonderful restaurants in ballard. there are so many of them now!  some of our favorites are carta de oaxaca and basalu.  we recently built our own clay and straw pizza oven and we love making great pizza with friends. those parties are the best!  we look forward to sharing our ballard retreat with airbnb guests!",47.6714184027,-122.385385358
58,0.0194874668437,0.0,0.0,0.0,0.0462398279617,0.0747333318247,0.0,0.000825777663836,0.0,0.0538646379038,0.0153089467821,0.0,"i am from seattle and love the mountains and the water - any excuse to get outside, i'll take it!  i love exploring new places, cooking as much and as often as i can, and also love sitting and reading a good book.  my family lives close by which means i get to spend a ton of time with my precious niece!  i currently work as a public health nurse working with pregnant women and new moms.",47.6726817243,-122.387730724
59,0.011932164813,0.0,0.00202326506151,0.0158525468029,0.00329902287348,0.0037130878594,0.0532289807653,0.0102296453521,0.00229341875186,0.00554920219244,0.0,0.0,"i am a tacoma native who loves to travel. i've been fortunate to have lived in nigeria (3 years), china (2 years), india (1 year). in college, i spent a year traveling asia and i've visited europe a few times. stateside, i've lived in seattle, chicago, the bay area, and los angeles.

life motto: yolo",47.6696818454,-122.390988471
60,0.085127768165,0.0111354367847,0.0762418718338,0.0,0.00184728129313,0.0118762935481,0.00456659096689,0.0,0.00206131935935,0.0,0.0408609109855,0.00103513381166,"hello, pleased to meet you!  we are a newly married couple in our mid 20's.  we are young, energetic, adventurous, easy going and polite.  we are excited to be traveling to europe this summer for the first time and crave to experience all that we can while here.  

we are eager to get to know europe as the people that live here know it (not like the traditional american tourist does through cruise ships and museums).  we have learned through our travels that the advice of the local resident is always better than a guide book or brocures at a hotel, so we look forward to meeting all the wonderful people on our travels and learning from them.  

alicia minored in spanish in college, lived in salamanca for a summer and speaks well enough to get by, john took some french also and can read for comprehension but does not do well in conversation (hopefully our trip will improve both of our language skills!).  

we enjoy trying all sorts of new food and wine and are very adventurous in that area.  we like to go out in the evenings, have a few drinks and maybe do some dancing.  we are also perfectly happy staying in and having a glass of wine on the patio while the sun sets.  

john is a great cook and alicia is great at cleaning, tidying up and great with kids as she is a nanny in the states. we have no problem pitching in and helping out with dinner or the chores when the time calls.  

i hope this helps shed some light on who we are, though we know that we can't tell everything in this little description.  we have many hobbies and interests and hope to pick up more on our travels, if you are curious or would like to know more about us, please please ask us, we are more than willing to share!

thank you for takig the time to read about us, we hope to meet you in the future!

john and alicia",47.6750440375,-122.382714917
61,0.0542070065543,0.0,0.00556097173263,0.0167099475024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,i had such great luck with airbnb traveling through europe that i hope to provide a comfortable and enjoyable home-away-from-home for fellow travelers in seattle.  come enjoy my beautiful city!,47.6679791689,-122.38210545
